CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
4122,37.0,Female,Month-to-month,84.52915870637963,2280.9588275266883,No,DSL,27,Yes,Credit card,No
4123,54.0,Male,Month-to-month,82.82134313541734,958.6630262193819,Yes,Fiber optic,12,Yes,Bank transfer,No
4124,43.0,Female,Month-to-month,34.34544944659008,769.1670848163388,Yes,Fiber optic,23,Yes,Mailed check,No
4125,44.0,Female,Month-to-month,54.639306150144826,892.6635369035067,Yes,Fiber optic,17,No,Electronic check,No
4126,23.0,Female,One year,76.25058016483348,3289.4559661495964,No,No,44,No,Electronic check,No
4127,26.0,Male,One year,28.84750508376166,1989.312531481559,Yes,DSL,71,Yes,Mailed check,No
4128,66.0,Female,Month-to-month,84.01566831263335,2075.5127603103388,No,No,24,Yes,Bank transfer,No
4129,28.0,Female,One year,47.70165765525172,3369.3069971185773,No,No,71,No,Bank transfer,No
4130,64.0,Male,Month-to-month,58.20460550322899,3525.833926335979,No,DSL,60,No,Credit card,No
4131,36.0,Female,Month-to-month,91.3210150981179,4831.134293026996,No,Fiber optic,53,Yes,Mailed check,No
4132,40.0,Male,Month-to-month,53.32150221341589,843.408258659972,No,DSL,16,Yes,Mailed check,No
4133,56.0,Female,Month-to-month,84.084627948721,2098.3179743388005,No,Fiber optic,25,Yes,Bank transfer,No
4134,59.0,Male,Two year,74.34910077795712,4943.565941437423,No,Fiber optic,66,Yes,Credit card,No
4135,38.0,Male,One year,38.24126231148621,1877.756336181475,No,No,50,No,Credit card,No
4136,34.0,Female,Month-to-month,96.44180919715963,6646.775626985207,Yes,DSL,69,Yes,Mailed check,No
4137,39.0,Female,Month-to-month,97.98259696948779,3964.513534087523,Yes,Fiber optic,40,Yes,Bank transfer,No
4138,45.0,Male,Month-to-month,99.61312595306379,651.869499217022,No,Fiber optic,6,Yes,Mailed check,No
4139,53.0,Male,Month-to-month,127.23041902941938,8217.009562465466,No,Fiber optic,64,Yes,Bank transfer,No
4140,40.0,Female,One year,57.665946959379674,1566.525545812381,No,DSL,28,Yes,Mailed check,Yes
4141,49.0,Female,Two year,20.0,148.01569624289357,No,DSL,9,Yes,Electronic check,No
4142,64.0,Female,One year,50.28981161032942,291.80670889358737,No,DSL,6,Yes,Electronic check,No
4143,45.0,Female,Month-to-month,98.78476016260367,1613.5842360661563,No,DSL,17,Yes,Credit card,No
4144,44.0,Male,Month-to-month,67.55890229618657,2745.9775809918197,No,DSL,40,No,Electronic check,Yes
4145,20.0,Male,Month-to-month,27.8568195126264,1267.980324188031,No,Fiber optic,45,Yes,Mailed check,No
4146,19.0,Male,Month-to-month,20.0,852.2640660187317,Yes,DSL,43,Yes,Bank transfer,No
4147,45.0,Female,Month-to-month,112.61065035050197,5231.574986319063,Yes,No,46,Yes,Bank transfer,No
4148,38.0,Female,Month-to-month,88.25747670485177,5522.458520776934,No,DSL,63,Yes,Bank transfer,Yes
4149,32.0,Male,Month-to-month,55.10002822761694,111.53486908748792,No,Fiber optic,1,Yes,Electronic check,No
4150,43.0,Male,One year,126.47546592448302,7549.149968238071,No,Fiber optic,59,Yes,Electronic check,No
4151,39.0,Male,One year,149.46710864157876,9431.81811864549,No,DSL,63,No,Bank transfer,No
4152,56.0,Male,Month-to-month,101.04535310167223,1818.4593774806438,No,DSL,18,Yes,Mailed check,No
4153,41.0,Male,One year,92.66029652856349,6031.336929576124,No,DSL,65,No,Mailed check,No
4154,28.0,Male,Month-to-month,85.84760798027216,1647.4960832065021,Yes,Fiber optic,20,Yes,Credit card,No
4155,,Female,Month-to-month,95.67068850334581,5347.735181288885,No,Fiber optic,56,Yes,Bank transfer,Yes
4156,36.0,Male,One year,128.75109420353112,7055.460970386782,Yes,No,54,Yes,Bank transfer,No
4157,47.0,Male,Month-to-month,40.8184515593308,2065.529734028868,No,DSL,48,No,Mailed check,No
4158,32.0,Male,Two year,59.82770769111966,3235.265384593291,No,No,54,Yes,Bank transfer,No
4159,30.0,Male,Month-to-month,68.5663740629766,1069.8281424203205,Yes,Fiber optic,16,No,Credit card,No
4160,41.0,Male,Month-to-month,87.22925454932832,1796.0274997628733,No,DSL,20,Yes,Mailed check,No
4161,40.0,Male,Month-to-month,116.96276991234453,5495.460700291026,No,DSL,47,No,Mailed check,No
4162,,Male,One year,82.3848788073901,624.0145873004794,No,DSL,7,Yes,Electronic check,No
4163,35.0,Female,One year,88.75701605401215,2004.2598781789748,No,Fiber optic,23,No,Credit card,No
4164,21.0,Male,One year,90.30151742050977,2995.233932163271,No,No,33,Yes,Electronic check,No
4165,33.0,Female,One year,70.69256982086615,2809.6433066435006,No,DSL,40,Yes,Credit card,No
4166,51.0,Female,Month-to-month,57.5160373258903,287.29950460190884,No,Fiber optic,5,Yes,Electronic check,No
4167,35.0,Female,Month-to-month,72.24029821626485,3222.2744417830277,No,DSL,45,Yes,Bank transfer,No
4168,36.0,Male,One year,50.37111943983716,2058.2351287212,No,DSL,41,Yes,Mailed check,No
4169,54.0,Male,Month-to-month,50.88711923807078,422.240533664238,No,No,8,No,Bank transfer,Yes
4170,29.0,Male,Two year,81.04106723650638,4086.842324951681,Yes,DSL,50,Yes,Bank transfer,Yes
4171,18.0,Male,Month-to-month,55.65325760437943,1717.2219409991696,Yes,DSL,31,Yes,Credit card,No
4172,37.0,Male,Month-to-month,125.40113695983754,574.1123121262449,Yes,No,4,Yes,Credit card,No
4173,32.0,Male,Month-to-month,74.39628593302905,4845.813590087947,No,DSL,66,Yes,Credit card,No
4174,25.0,Male,One year,110.77758309141942,6128.73454242311,Yes,DSL,56,Yes,Bank transfer,No
4175,37.0,Male,Two year,32.647168306622724,133.5575427199912,No,Fiber optic,5,Yes,Mailed check,No
4176,47.0,Male,Month-to-month,33.565373174829375,1813.0644315923682,No,Fiber optic,54,No,Electronic check,No
4177,39.0,Male,Month-to-month,66.667937264384,147.8564136118123,No,Fiber optic,1,Yes,Credit card,No
4178,44.0,Female,Month-to-month,98.10300345487816,5974.991272791459,No,Fiber optic,61,No,Mailed check,No
4179,67.0,Male,Month-to-month,55.29826447640265,339.7806798658056,Yes,Unknown,7,Yes,Mailed check,No
4180,34.0,Male,Two year,66.98869409582265,1977.5560226775688,No,DSL,30,Yes,Credit card,No
4181,44.0,Male,Month-to-month,99.99776247404236,1504.0147587057984,No,No,15,No,Bank transfer,No
4182,32.0,Female,Month-to-month,58.35914380262413,179.6055054196878,Yes,DSL,4,Yes,Bank transfer,No
4183,27.0,Male,Month-to-month,47.274448114294024,3074.7865451786824,No,No,63,No,Electronic check,No
4184,31.0,Male,Month-to-month,91.2517703792989,6270.545357639565,No,DSL,70,Yes,Mailed check,No
4185,32.0,Female,One year,30.878919379321744,1135.2453962237455,Yes,No,38,Yes,Electronic check,Yes
4186,45.0,Male,Month-to-month,58.790075731331214,2735.053787099722,Yes,Fiber optic,47,No,Bank transfer,No
4187,75.0,Female,Month-to-month,73.42829021218952,4356.950926363541,No,Fiber optic,60,Yes,Bank transfer,No
4188,,Female,Two year,85.87057415639431,205.3894162987606,Yes,Fiber optic,2,No,Electronic check,No
4189,33.0,Female,Month-to-month,94.67944065092986,6500.060339280754,Yes,Fiber optic,69,Yes,Electronic check,No
4190,39.0,Female,One year,99.35958866243774,825.8988730524844,No,Fiber optic,8,No,Mailed check,No
4191,45.0,Male,Month-to-month,60.9257842482259,3186.1977848472143,No,Fiber optic,51,Yes,Electronic check,No
4192,43.0,Female,Month-to-month,98.72539785765393,1937.6432528136565,No,Fiber optic,19,Yes,Electronic check,No
4193,59.0,Female,Month-to-month,85.18447768531772,2648.702395030115,No,Fiber optic,31,Yes,Mailed check,Yes
4194,18.0,Male,Month-to-month,91.63621933862407,2016.0875519064691,No,DSL,22,Yes,Bank transfer,No
4195,21.0,Male,Month-to-month,50.98653712631222,1726.7550492335095,No,DSL,33,Yes,Mailed check,No
4196,32.0,Male,Month-to-month,89.95324165773103,,No,DSL,72,Yes,Bank transfer,No
4197,,Female,Month-to-month,65.41749415976729,2396.071480834121,No,Fiber optic,37,No,Bank transfer,No
4198,21.0,Male,Month-to-month,71.43604981495567,807.7033167481804,No,No,12,No,Electronic check,Yes
4199,19.0,Female,One year,74.95424770130113,5187.270649209981,No,Fiber optic,69,Yes,Credit card,No
4200,48.0,Female,Two year,133.3955540800253,8484.517926561315,Yes,Fiber optic,64,Yes,Electronic check,No
4201,43.0,Male,Month-to-month,42.554329739222524,1028.478730308771,No,Fiber optic,25,Yes,Credit card,No
4202,23.0,Male,Month-to-month,105.67949210703178,5811.894620024979,No,DSL,54,Yes,Credit card,Yes
4203,25.0,Male,One year,112.91117602067521,3308.118588279235,No,No,29,No,Electronic check,No
4204,25.0,Male,One year,94.76766750336702,1252.156920490027,No,Fiber optic,13,No,Electronic check,No
4205,41.0,Male,Month-to-month,53.93647332610908,1366.3224021175222,Yes,No,26,Yes,Electronic check,No
4206,30.0,Male,Month-to-month,120.89516745720503,2698.260650675058,Yes,DSL,22,Yes,Credit card,No
4207,47.0,Female,Month-to-month,60.03958322383552,549.558680026426,Yes,Fiber optic,10,Yes,Bank transfer,No
4208,21.0,Female,Month-to-month,90.61355999070092,4273.188537309176,Yes,Fiber optic,48,No,Credit card,No
4209,27.0,Male,Two year,73.62743288339614,3064.7218852869655,Yes,Fiber optic,42,Yes,Mailed check,Yes
4210,23.0,Female,One year,58.92550197222245,3417.6192899511307,No,Fiber optic,59,Yes,Electronic check,No
4211,36.0,Female,One year,86.40052191169912,4602.482064610284,No,DSL,53,Yes,Credit card,No
4212,31.0,Female,Month-to-month,126.38232421964577,5073.588816944597,No,DSL,40,Yes,Credit card,No
4213,51.0,Female,Month-to-month,77.69036064641693,4828.208528913473,Yes,Fiber optic,62,Yes,Bank transfer,No
4214,18.0,Female,One year,129.35310760408373,805.3007658788747,No,DSL,6,Yes,Electronic check,Yes
4215,40.0,Female,Month-to-month,64.50154970491775,285.0111815374526,No,DSL,4,No,Mailed check,No
4216,48.0,Male,Month-to-month,72.32244867206042,3943.888004516795,No,No,55,Yes,Bank transfer,No
4217,67.0,Male,Month-to-month,33.22625544457158,2316.6088996852855,Yes,Fiber optic,69,No,Credit card,No
4218,32.0,Male,Month-to-month,53.26485264604905,175.48254660470766,No,No,3,Yes,Credit card,No
4219,44.0,Female,Month-to-month,63.448897594908466,413.34052953867433,No,Fiber optic,7,No,Mailed check,Yes
4220,21.0,Male,Month-to-month,60.12868444426372,703.6586958248923,No,Fiber optic,12,No,Credit card,No
4221,20.0,Male,One year,41.19273794787502,742.893653250493,Yes,DSL,17,Yes,Credit card,Yes
4222,52.0,Male,One year,47.144647090655745,3092.920471392277,No,No,67,Yes,Electronic check,No
4223,39.0,Female,Month-to-month,61.40229623289336,4314.834788627712,Yes,Fiber optic,70,Yes,Bank transfer,No
4224,57.0,Male,One year,105.5961566934441,3796.0453038086866,No,Fiber optic,36,Yes,Mailed check,No
4225,19.0,Female,Month-to-month,25.132582714400172,425.84791164109566,No,DSL,17,No,Electronic check,No
4226,47.0,Male,Month-to-month,20.0,5.809722073387034,No,Fiber optic,1,No,Electronic check,No
4227,68.0,Male,One year,20.0,1361.057306084236,No,Fiber optic,67,Yes,Bank transfer,No
4228,46.0,Male,Month-to-month,44.578016223942704,2105.4793391204007,No,Fiber optic,49,No,Electronic check,No
4229,44.0,Female,Month-to-month,89.1091023479225,4557.170358433097,Yes,No,51,Yes,Credit card,Yes
4230,40.0,Female,One year,59.3107526493302,4158.631425197459,Yes,Fiber optic,71,Yes,Mailed check,No
4231,20.0,Female,Two year,58.90123911880549,2584.3342452575407,No,Fiber optic,43,Yes,Electronic check,No
4232,60.0,Female,Month-to-month,58.22770122148295,1740.416380881213,Yes,DSL,31,Yes,Mailed check,No
4233,30.0,Female,Month-to-month,20.0,360.2060839375818,No,DSL,24,Yes,Mailed check,No
4234,47.0,Male,Month-to-month,95.84273717573669,3461.2677929766064,Yes,No,37,No,Mailed check,Yes
4235,19.0,Male,Month-to-month,109.31571529801053,7102.6927655492045,No,DSL,65,Yes,Credit card,No
4236,22.0,Female,Month-to-month,59.93585617483486,3698.312071587461,No,Fiber optic,63,Yes,Mailed check,No
4237,61.0,Female,Month-to-month,72.56383638260155,3998.2506845944913,No,No,56,Yes,Bank transfer,Yes
4238,34.0,Male,One year,73.561627577122,1289.2237890435697,No,DSL,18,Yes,Mailed check,Yes
4239,61.0,Female,Month-to-month,37.965325929154346,2494.1908538973057,No,DSL,65,Yes,Credit card,No
4240,38.0,Male,Month-to-month,56.75533412595949,1607.5313733145597,Yes,Fiber optic,29,Yes,Credit card,Yes
4241,18.0,Female,Month-to-month,123.57270747160175,483.7951993716576,No,DSL,4,Yes,Bank transfer,No
4242,53.0,Male,Month-to-month,69.880317115562,827.2482000633014,Yes,DSL,12,Yes,Bank transfer,No
4243,31.0,Female,Two year,76.70557404987616,4223.240428813278,Yes,Fiber optic,56,Yes,Credit card,No
4244,50.0,Female,Month-to-month,49.190764997363665,2381.491226248905,Yes,Fiber optic,48,Yes,Credit card,No
4245,40.0,Male,One year,57.10124062615333,1197.49969146387,No,Fiber optic,19,Yes,Bank transfer,Yes
4246,20.0,Male,One year,89.38875711075107,2237.685356304155,No,No,26,Yes,Credit card,Yes
4247,42.0,Female,One year,44.81199139756629,1658.7254575567074,Yes,DSL,38,Yes,Electronic check,No
4248,72.0,Female,Month-to-month,118.59948592684836,2901.3582959872024,No,DSL,25,Yes,Mailed check,No
4249,47.0,Male,Two year,21.512015626987214,1194.764785172162,Yes,DSL,56,No,Credit card,No
4250,39.0,Female,Month-to-month,51.00510785155586,1355.5906570178856,No,Fiber optic,28,Yes,Credit card,Yes
4251,56.0,Male,Month-to-month,25.603699108710927,1624.47485962781,No,No,61,Yes,Credit card,No
4252,43.0,Male,Month-to-month,109.7308973954897,5666.963184274428,No,No,51,No,Electronic check,Yes
4253,43.0,Female,Month-to-month,68.9117954110269,861.5524826440184,No,DSL,12,Yes,Mailed check,No
4254,23.0,Male,Month-to-month,61.4083196430167,538.055335888083,No,DSL,8,Yes,Bank transfer,No
4255,43.0,Male,Month-to-month,81.9281042363619,4757.597359125468,Yes,DSL,58,No,Electronic check,Yes
4256,55.0,Female,Month-to-month,111.97044342151094,2629.308585637047,Yes,Fiber optic,23,No,Electronic check,No
4257,27.0,Male,One year,76.48206262161362,2814.664290211153,No,No,37,No,Bank transfer,No
4258,61.0,Male,Month-to-month,104.27952057887376,1120.2515364984913,No,Fiber optic,11,Yes,Bank transfer,No
4259,38.0,Male,Month-to-month,61.19088721320178,1073.4454983185976,No,No,17,Yes,Credit card,No
4260,26.0,Male,Two year,41.15981248578208,2285.678043064264,No,No,56,No,Bank transfer,No
4261,54.0,Female,Month-to-month,76.96642041641056,4186.128759587369,No,Fiber optic,53,Yes,Electronic check,No
4262,35.0,Male,One year,49.07923984024126,3341.0127044138426,No,DSL,67,No,Credit card,Yes
4263,51.0,Female,Two year,90.662426844506,153.4498258932457,No,DSL,2,Yes,Bank transfer,No
4264,35.0,Male,Month-to-month,57.72015089182917,1665.4566684305187,Yes,Fiber optic,29,Yes,Electronic check,No
4265,39.0,Female,Month-to-month,67.46372276650038,3838.396476824174,Yes,Fiber optic,57,Yes,Mailed check,No
4266,47.0,Male,One year,20.0,642.4650851781203,No,DSL,34,Yes,Bank transfer,Yes
4267,44.0,Female,Two year,66.25836257395794,176.9408159316851,Yes,DSL,2,Yes,Electronic check,No
4268,21.0,Male,One year,62.72244447994701,1900.7590378728935,Yes,DSL,31,Yes,Credit card,Yes
4269,23.0,Male,Month-to-month,104.88891423373181,4610.441316476697,No,DSL,44,Yes,Bank transfer,Yes
4270,53.0,Male,Two year,96.10321651335401,5343.259062180486,No,No,56,Yes,Bank transfer,No
4271,38.0,Male,Month-to-month,70.7265510105735,3791.879974387899,No,Fiber optic,54,Yes,Credit card,No
4272,32.0,Female,Month-to-month,21.086855392997954,1156.0379340330787,No,Fiber optic,53,Yes,Credit card,No
4273,19.0,Female,Month-to-month,56.793029418499586,2646.3846658899965,No,DSL,46,Yes,Electronic check,No
4274,23.0,Male,Month-to-month,104.9207226540657,5648.234928018514,No,No,54,No,Credit card,No
4275,20.0,Female,One year,64.04651943115832,2042.3007442573203,No,Fiber optic,31,Yes,Electronic check,No
4276,38.0,Male,One year,37.99723892238896,940.5822169905872,Yes,Fiber optic,24,No,Electronic check,No
4277,31.0,Male,One year,104.55471697204308,2619.7286274233547,No,DSL,25,Yes,Credit card,No
4278,25.0,Female,Month-to-month,21.294578443029103,790.7211617316948,No,No,35,Yes,Bank transfer,No
4279,38.0,Female,Month-to-month,66.61189746865185,3867.8248899654504,No,No,57,No,Credit card,No
4280,45.0,Female,One year,86.7425128523822,6267.462573701542,No,No,72,Yes,Credit card,No
4281,71.0,Male,Month-to-month,73.78161764281315,5104.583973147309,No,Fiber optic,69,Yes,Mailed check,No
4282,20.0,Male,Two year,32.75442361995362,821.0954536107265,No,DSL,28,Yes,Mailed check,No
4283,57.0,Female,One year,42.12422651939127,1403.2158103873642,Yes,DSL,33,Yes,Credit card,No
4284,54.0,Male,One year,49.06070376265731,2623.4671372166817,Yes,DSL,53,No,Bank transfer,No
4285,28.0,Female,Month-to-month,93.53408552572168,1512.266635044828,Yes,DSL,16,No,Bank transfer,No
4286,43.0,Female,One year,75.1157544218844,1907.9550429146432,No,DSL,26,No,Electronic check,No
4287,33.0,Female,Two year,58.37369456452988,666.14779869841,No,DSL,12,Yes,Credit card,No
4288,42.0,Female,Month-to-month,82.26731967558389,2586.4091042735095,Yes,No,31,No,Credit card,No
4289,62.0,Female,One year,47.49439521753473,1262.9461159261896,No,Fiber optic,27,Yes,Mailed check,No
4290,49.0,Female,Month-to-month,92.15136326548782,3326.327598437463,Yes,Fiber optic,36,Yes,Mailed check,No
4291,47.0,Male,Month-to-month,83.51673722136675,4822.361664555075,No,DSL,59,Yes,Mailed check,No
4292,33.0,Male,One year,63.265025803709825,189.01308132313068,No,DSL,3,Yes,Electronic check,No
4293,19.0,Female,One year,65.1320038273842,2124.538962900212,No,DSL,32,No,Credit card,No
4294,36.0,Female,One year,59.74529714511884,911.2835522342561,No,Fiber optic,15,Yes,Mailed check,Yes
4295,58.0,Female,Month-to-month,99.87826068231541,6585.00178788024,No,DSL,66,Yes,Credit card,No
4296,21.0,Male,Month-to-month,76.48275538347866,4765.933416772883,No,DSL,63,No,Electronic check,Yes
4297,24.0,Female,One year,63.50539453849079,-26.124225199422753,No,DSL,1,No,Bank transfer,No
4298,41.0,Female,Month-to-month,40.89067290812314,165.3845570131735,No,Fiber optic,5,Yes,Electronic check,No
4299,25.0,Female,Month-to-month,87.68474634154283,578.1116293466357,No,Fiber optic,6,Yes,Credit card,Yes
4300,28.0,Male,Month-to-month,86.28265562350714,428.70428534607123,Yes,DSL,5,Yes,Credit card,No
4301,33.0,Female,Month-to-month,54.230727462993855,1552.9945313921085,No,Fiber optic,28,Yes,Credit card,No
4302,19.0,Male,One year,57.39529174232186,4032.004953274698,Yes,Fiber optic,69,Yes,Bank transfer,Yes
4303,25.0,Male,One year,99.7343585093142,4394.526015525926,No,DSL,44,Yes,Credit card,Yes
4304,50.0,Female,Month-to-month,35.39123017328717,608.5392200254345,No,Fiber optic,16,Yes,Mailed check,Yes
4305,20.0,Male,Month-to-month,72.21120456713375,5183.756690247358,No,DSL,71,Yes,Bank transfer,No
4306,21.0,Male,Month-to-month,20.636864852146076,384.0478686036311,Yes,No,22,Yes,Bank transfer,No
4307,30.0,Male,Month-to-month,31.61591687712133,689.0757291139025,No,Fiber optic,23,Yes,Bank transfer,No
4308,50.0,Female,Month-to-month,54.712167846515015,2268.424824968833,No,Fiber optic,43,No,Electronic check,No
4309,37.0,Male,Month-to-month,51.15114737145922,3387.2989854677808,No,DSL,68,No,Electronic check,No
4310,33.0,Female,One year,83.54172779068176,3567.3617378184535,No,Fiber optic,43,Yes,Electronic check,No
4311,40.0,Female,One year,78.4899214306738,2027.9623919459948,No,No,26,Yes,Bank transfer,No
4312,21.0,Female,Month-to-month,111.29872281927237,4469.639863746471,No,Fiber optic,41,Yes,Bank transfer,No
4313,47.0,Male,One year,72.78543456358605,5117.708778316053,Yes,Fiber optic,70,No,Credit card,No
4314,45.0,Female,Two year,76.18389904693223,2337.3802522075493,No,DSL,31,Yes,Bank transfer,No
4315,33.0,Male,Month-to-month,35.10837195239675,668.5957545458751,No,DSL,17,Yes,Mailed check,No
4316,55.0,Male,Month-to-month,35.17069823055559,325.7256788740651,No,Fiber optic,9,Yes,Electronic check,No
4317,23.0,Male,Month-to-month,71.93280021196662,3965.125837387193,No,DSL,55,Yes,Credit card,Yes
4318,56.0,Male,Month-to-month,72.45135778780659,424.4719798858161,No,DSL,6,Yes,Mailed check,Yes
4319,42.0,Female,One year,78.68771098868419,5502.1774808527625,Yes,Fiber optic,70,No,Mailed check,No
4320,34.0,Female,One year,108.08901842101889,6936.215440746763,No,DSL,64,Yes,Mailed check,No
4321,39.0,Male,Month-to-month,36.495776906814534,191.27456454923842,Yes,Fiber optic,4,No,Bank transfer,Yes
4322,38.0,Female,One year,120.69735984795987,8020.081363924914,No,Fiber optic,67,Yes,Electronic check,No
4323,58.0,Female,One year,25.29969120205152,1374.9197704848564,No,Fiber optic,56,Yes,Mailed check,Yes
4324,23.0,Female,Month-to-month,81.18821465521671,1476.0699142958977,Yes,Fiber optic,18,No,Credit card,No
4325,28.0,Male,Month-to-month,32.60938314517744,1041.5568750672544,No,Fiber optic,32,Yes,Electronic check,Yes
4326,55.0,Female,One year,91.72411396829827,4442.356545163538,No,Fiber optic,48,Yes,Electronic check,No
4327,31.0,Male,Two year,25.484960383679734,705.4396464721449,No,DSL,29,Yes,Bank transfer,No
4328,53.0,Female,One year,20.0,703.1976455918135,No,No,32,No,Mailed check,No
4329,65.0,Male,Two year,74.3760986193777,1833.5447772906725,No,Fiber optic,25,Yes,Credit card,No
4330,33.0,Male,Month-to-month,66.25059371340767,4157.925131328274,Yes,Fiber optic,63,No,Bank transfer,No
4331,50.0,Male,Month-to-month,103.18211322793238,983.3813803083312,Yes,DSL,9,Yes,Electronic check,No
4332,22.0,Female,Month-to-month,72.33597357477326,5164.412968207574,No,DSL,71,No,Mailed check,No
4333,51.0,Male,Month-to-month,47.65436551911481,766.2671116015108,No,No,14,No,Electronic check,No
4334,42.0,Female,One year,53.8056983141257,1123.5570104559588,No,No,20,Yes,Electronic check,No
4335,47.0,Male,Two year,150.0,1564.4987023833253,No,No,10,No,Bank transfer,No
4336,30.0,Female,One year,43.76275821676291,466.54597545623125,No,No,11,Yes,Credit card,No
4337,19.0,Male,Month-to-month,85.73647552196293,3408.8938787684892,No,DSL,39,Yes,Mailed check,No
4338,47.0,Female,Month-to-month,82.06599407165355,1562.6998456077781,No,DSL,19,No,Bank transfer,Yes
4339,21.0,Male,Month-to-month,86.43582962701437,1531.2885104995153,No,No,19,No,Credit card,No
4340,35.0,Male,Month-to-month,83.98641792131545,3635.1332183101463,Yes,DSL,43,Yes,Bank transfer,Yes
4341,54.0,Male,One year,61.97146834297618,3808.2697622442342,No,DSL,61,Yes,Credit card,No
4342,42.0,Female,Month-to-month,20.0,1345.4121508945486,No,No,70,No,Electronic check,No
4343,69.0,Male,Two year,74.66892659499487,5394.144104549635,No,Fiber optic,72,Yes,Mailed check,No
4344,55.0,Male,One year,69.61538165270812,4530.775738364088,No,DSL,65,No,Mailed check,No
4345,30.0,Male,Month-to-month,73.71795756110825,1756.1577693228257,Yes,Fiber optic,23,No,Mailed check,Yes
4346,40.0,Male,Month-to-month,86.95695846629651,5239.3336872464915,No,No,60,Yes,Bank transfer,No
4347,39.0,Female,One year,57.59147257306728,575.937603545473,No,Fiber optic,10,No,Bank transfer,No
4348,21.0,Male,Month-to-month,51.391273443779156,3171.0973938061416,Yes,Fiber optic,63,No,Credit card,No
4349,25.0,Male,One year,97.0252936784178,95.73042196262116,No,No,2,Yes,Bank transfer,No
4350,31.0,Female,Month-to-month,60.134595500220954,2228.125648953289,No,Fiber optic,36,Yes,Electronic check,No
4351,20.0,Female,Month-to-month,55.18844523635908,3165.4474714962103,No,DSL,57,No,Credit card,No
4352,40.0,Female,Month-to-month,52.592714624666755,3459.105523623322,Yes,Fiber optic,66,Yes,Bank transfer,No
4353,36.0,Male,Month-to-month,87.83706660745995,1784.46989090677,No,DSL,20,Yes,Mailed check,No
4354,20.0,Female,One year,63.707024666563626,2663.8385807685954,Yes,DSL,42,Yes,Electronic check,No
4355,46.0,Female,Month-to-month,136.38423368337493,2764.014452153765,No,DSL,21,Yes,Mailed check,No
4356,50.0,Female,One year,71.72343745299762,4784.403030791168,No,DSL,66,Yes,Credit card,No
4357,43.0,Male,One year,33.80193643057967,1341.5119765346979,No,Fiber optic,38,Yes,Credit card,Yes
4358,35.0,Male,One year,56.89377924466287,3909.236645988534,No,DSL,69,Yes,Bank transfer,No
4359,48.0,Male,Month-to-month,89.65962386659919,2149.751288292039,No,DSL,24,Yes,Credit card,No
4360,50.0,Female,One year,51.99486173516839,1321.2120572126391,No,DSL,26,Yes,Credit card,No
4361,44.0,Male,Month-to-month,69.4834456529501,231.19606821520324,Yes,DSL,2,No,Mailed check,No
4362,27.0,Female,Month-to-month,99.35366212937743,4630.472815641529,No,DSL,46,No,Credit card,No
4363,44.0,Female,One year,103.86602658850212,3490.835492502714,Yes,DSL,34,Yes,Electronic check,No
4364,57.0,Female,Month-to-month,54.267464754020295,3394.8343847823603,No,Fiber optic,62,Yes,Bank transfer,No
4365,31.0,Male,One year,62.29530958704733,2510.253896127,No,DSL,41,Yes,Credit card,No
4366,71.0,Female,Month-to-month,72.90473985071603,1052.9278046093398,No,Fiber optic,15,Yes,Electronic check,Yes
4367,32.0,Female,One year,110.2697937844957,6042.6948601388,Yes,Fiber optic,55,Yes,Bank transfer,No
4368,40.0,Male,Month-to-month,37.00590131067398,80.62440288555916,Yes,DSL,3,No,Electronic check,No
4369,29.0,Female,One year,80.79174389384934,2992.130359067453,No,DSL,38,Yes,Electronic check,No
4370,43.0,Female,Two year,71.66322552496648,3721.146838150571,No,Fiber optic,51,Yes,Credit card,No
4371,21.0,Female,Month-to-month,43.08939484760582,743.0811073869269,Yes,No,17,Yes,Mailed check,No
4372,31.0,Male,Month-to-month,107.12015082544133,5326.581579076747,No,No,49,Yes,Bank transfer,No
4373,23.0,Female,One year,99.71021083841563,2085.6022141931257,No,DSL,21,Yes,Credit card,Yes
4374,42.0,Male,Month-to-month,116.148301129375,2714.1766794168866,No,DSL,24,No,Credit card,No
4375,54.0,Male,Month-to-month,105.40608120003768,4267.513279876921,No,DSL,40,Yes,Bank transfer,Yes
4376,49.0,Female,Month-to-month,70.3059862853101,1419.1920556352904,No,Fiber optic,20,Yes,Bank transfer,No
4377,18.0,Female,One year,88.58273710171672,3087.122482752421,No,Fiber optic,35,Yes,Credit card,No
4378,70.0,Female,One year,79.95501961716522,3898.0902504681,Yes,No,48,Yes,Electronic check,Yes
4379,44.0,Female,One year,42.78753463630637,1344.8299545410705,No,No,33,Yes,Mailed check,No
4380,,Male,One year,30.867824158197777,1777.648344604525,No,Fiber optic,56,No,Mailed check,No
4381,42.0,Male,One year,81.07028907151357,3359.7838761063226,Yes,DSL,41,Yes,Bank transfer,No
4382,42.0,Female,Month-to-month,72.8941899680473,3947.85402820015,No,DSL,54,Yes,Bank transfer,No
4383,29.0,Male,Month-to-month,59.907596988765,2562.0354483771675,Yes,Fiber optic,44,Yes,Electronic check,No
4384,42.0,Female,Month-to-month,67.2289339079255,4887.38559976801,No,Fiber optic,72,Yes,Electronic check,No
4385,30.0,Female,Two year,123.08391486208278,1391.131925431362,Yes,Fiber optic,11,No,Credit card,Yes
